FileName,BlackToWhiteRatio,Height,Width,WidthToHeight,IsGood,Class
../photos/branch/train/tree_train_image241.jpg,0.2420238779090528,1719.0,607.0,0.3531122745782432,1,1
../photos/branch/train/tree_train_image527.jpg,0.13749466799374377,1589.0,578.0,0.36375078665827565,0,1
../photos/branch/train/tree_train_image533.jpg,5.8963535530588205,1668.0,641.0,0.3842925659472422,1,1
../photos/branch/train/tree_train_image255.jpg,1.0101512638826071,1445.0,694.0,0.4802768166089965,1,1
../photos/branch/train/tree_train_image269.jpg,0.931449633426955,1637.0,667.0,0.4074526572999389,1,1
../photos/branch/train/tree_train_image282.jpg,0.71556626195982,1775.0,769.0,0.4332394366197183,1,1
../photos/branch/train/tree_train_image296.jpg,0.36005462886092593,1641.0,751.0,0.45764777574649607,0,1
../photos/branch/train/tree_train_image1167.jpg,1.3888678756992416,1660.0,757.0,0.45602409638554214,1,1
../photos/branch/train/tree_train_image1173.jpg,1.9121442482117614,1526.0,564.0,0.36959370904325034,1,1
../photos/branch/train/tree_train_image725.jpg,0.1146796341064101,1485.0,749.0,0.5043771043771044,0,1
../photos/branch/train/tree_train_image731.jpg,1.3301310213255533,1831.0,548.0,0.2992900054614965,1,1
../photos/branch/train/tree_train_image719.jpg,0.8338639652677279,1835.0,890.0,0.48501362397820164,1,1
../photos/branch/train/tree_train_image902.jpg,0.2667314107165477,1850.0,515.0,0.27837837837837837,1,1
../photos/branch/train/tree_train_image916.jpg,0.055931364461310015,1618.0,611.0,0.37762669962917184,0,1
../photos/branch/train/tree_train_image651.jpg,1.1297553443548172,1516.0,752.0,0.49604221635883905,1,1
../photos/branch/train/tree_train_image889.jpg,0.13161641975425065,1741.0,491.0,0.2820218265364733,0,1
../photos/branch/train/tree_train_image137.jpg,0.5889725306373766,1826.0,488.0,0.2672508214676889,1,1
../photos/branch/train/tree_train_image123.jpg,0.9265966669877661,1690.0,723.0,0.427810650887574,1,1
../photos/branch/train/tree_train_image645.jpg,0.2710013107201017,1409.0,546.0,0.3875088715400994,1,1
../photos/branch/train/tree_train_image679.jpg,2.1812307386420122,1459.0,542.0,0.3714873200822481,1,1
../photos/branch/train/tree_train_image692.jpg,1.2938739229545095,1607.0,486.0,0.30242688238954574,1,1
../photos/branch/train/tree_train_image64.jpg,0.30100692515144534,1422.0,686.0,0.48241912798874825,1,1
../photos/branch/train/tree_train_image70.jpg,0.7230919449041351,1631.0,585.0,0.35867565910484367,0,1
../photos/branch/train/tree_train_image686.jpg,0.16106653636919982,1753.0,682.0,0.3890473474044495,1,1
../photos/branch/train/tree_train_image876.jpg,1.9045140989955223,1765.0,483.0,0.27365439093484417,1,1
../photos/branch/train/tree_train_image58.jpg,2.4320770501297755,1584.0,558.0,0.3522727272727273,1,1
../photos/branch/train/tree_train_image862.jpg,6.072552602109978,1724.0,735.0,0.4263341067285383,1,1
../photos/branch/train/tree_train_image335.jpg,1.1699917269065412,1642.0,684.0,0.4165651644336175,1,1
../photos/branch/train/tree_train_image453.jpg,0.05365288283818965,1516.0,612.0,0.40369393139841686,0,1
../photos/branch/train/tree_train_image447.jpg,2.3414781864127145,1690.0,610.0,0.3609467455621302,1,1
../photos/branch/train/tree_train_image321.jpg,0.50293542074364,1657.0,635.0,0.3832226916113458,1,1
../photos/branch/train/tree_train_image309.jpg,2.926540962820565,1526.0,751.0,0.4921363040629096,1,1
../photos/branch/train/tree_train_image490.jpg,0.15933908011274572,1079.0,899.0,0.8331788693234476,0,1
../photos/branch/train/tree_train_image484.jpg,2.6255145587068998,1502.0,685.0,0.4560585885486019,1,1
../photos/branch/train/tree_train_image1013.jpg,0.5148407050321114,1538.0,751.0,0.488296488946684,1,1
../photos/branch/train/tree_train_image1007.jpg,0.704581773759384,1706.0,617.0,0.3616647127784291,0,1
../photos/branch/train/tree_train_image1006.jpg,0.48691054064686806,1641.0,602.0,0.3668494820231566,1,1
../photos/branch/train/tree_train_image1012.jpg,0.9828155981493721,1774.0,561.0,0.31623449830890643,1,1
../photos/branch/train/tree_train_image485.jpg,0.6516867851293133,1711.0,569.0,0.3325540619520748,1,1
../photos/branch/train/tree_train_image491.jpg,0.8739824860720156,1841.0,487.0,0.2645301466594242,1,1
../photos/branch/train/tree_train_image308.jpg,0.4266056000213991,1506.0,484.0,0.32138114209827356,1,1
../photos/branch/train/tree_train_image446.jpg,1.0063115216618947,1599.0,709.0,0.4434021263289556,1,1
../photos/branch/train/tree_train_image320.jpg,0.6248988669715609,1560.0,729.0,0.4673076923076923,1,1
../photos/branch/train/tree_train_image334.jpg,0.9345088161209067,1653.0,473.0,0.28614640048396855,1,1
../photos/branch/train/tree_train_image452.jpg,1.2878714216261047,1414.0,515.0,0.3642149929278642,1,1
../photos/branch/train/tree_train_image863.jpg,2.013750235449237,1530.0,641.0,0.4189542483660131,1,1
../photos/branch/train/tree_train_image877.jpg,0.5376877660920627,1729.0,678.0,0.39213418160786584,1,1
../photos/branch/train/tree_train_image59.jpg,1.5247743482926213,1404.0,528.0,0.37606837606837606,1,1
../photos/branch/train/tree_train_image71.jpg,0.07321566716004776,1749.0,714.0,0.40823327615780447,0,1
../photos/branch/train/tree_train_image687.jpg,0.645541202240169,1781.0,727.0,0.40819764177428414,1,1
../photos/branch/train/tree_train_image693.jpg,0.21360450651806753,1838.0,468.0,0.2546245919477693,1,1
../photos/branch/train/tree_train_image65.jpg,0.6110572227387302,1793.0,512.0,0.28555493586168434,1,1
../photos/branch/train/tree_train_image678.jpg,0.39346927400250825,1486.0,750.0,0.5047106325706595,0,1
../photos/branch/train/tree_train_image122.jpg,0.21157355639748698,1780.0,573.0,0.3219101123595506,1,1
../photos/branch/train/tree_train_image644.jpg,0.06998838616772514,1539.0,450.0,0.29239766081871343,0,1
../photos/branch/train/tree_train_image888.jpg,0.6286644951140065,1664.0,752.0,0.4519230769230769,1,1
../photos/branch/train/tree_train_image650.jpg,0.7303408050410596,1510.0,509.0,0.33708609271523177,1,1
../photos/branch/train/tree_train_image136.jpg,0.7954933117874136,1746.0,726.0,0.41580756013745707,1,1
../photos/branch/train/tree_train_image917.jpg,0.4546115732533297,1418.0,723.0,0.5098730606488011,1,1
../photos/branch/train/tree_train_image903.jpg,0.3397679410278811,1826.0,510.0,0.2792990142387733,1,1
../photos/branch/train/tree_train_image718.jpg,1.3588150885538497,1692.0,529.0,0.3126477541371158,1,1
../photos/branch/train/tree_train_image730.jpg,0.016561480791223687,1802.0,578.0,0.32075471698113206,0,1
../photos/branch/train/tree_train_image724.jpg,0.598374985431478,1490.0,606.0,0.40671140939597317,1,1
../photos/branch/train/tree_train_image1172.jpg,0.42072782702638706,1529.0,721.0,0.47155003270111184,1,1
../photos/branch/train/tree_train_image1166.jpg,0.5590894917368257,1468.0,546.0,0.37193460490463215,1,1
../photos/branch/train/tree_train_image297.jpg,0.18678808168068972,1566.0,598.0,0.3818646232439336,0,1
../photos/branch/train/tree_train_image283.jpg,0.6423732293163621,1441.0,674.0,0.4677307425399028,1,1
../photos/branch/train/tree_train_image268.jpg,0.15121993337314635,1405.0,636.0,0.45266903914590745,0,1
../photos/branch/train/tree_train_image532.jpg,0.09380768126444168,1488.0,760.0,0.510752688172043,0,1
../photos/branch/train/tree_train_image254.jpg,0.4256522358979233,1707.0,656.0,0.38429994141769186,1,1
../photos/branch/train/tree_train_image240.jpg,0.47148086155204444,1669.0,640.0,0.3834631515877771,1,1
../photos/branch/train/tree_train_image526.jpg,0.7179424775593763,1467.0,661.0,0.4505794137695978,1,1
../photos/branch/train/tree_train_image256.jpg,0.16189844523464297,1727.0,624.0,0.3613202084539664,1,1
../photos/branch/train/tree_train_image530.jpg,1.3715297849318926,1433.0,861.0,0.6008374040474529,1,1
../photos/branch/train/tree_train_image524.jpg,0.8620456899461171,1728.0,582.0,0.3368055555555556,1,1
../photos/branch/train/tree_train_image242.jpg,0.4393461256172196,1763.0,713.0,0.40442427680090753,1,1
../photos/branch/train/tree_train_image518.jpg,0.3100543945501737,1716.0,740.0,0.43123543123543123,1,1
../photos/branch/train/tree_train_image295.jpg,0.2678120996817263,1602.0,450.0,0.2808988764044944,1,1
../photos/branch/train/tree_train_image281.jpg,1.3564527531222998,1580.0,615.0,0.38924050632911394,1,1
../photos/branch/train/tree_train_image1158.jpg,1.9226769285101046,1756.0,656.0,0.3735763097949886,1,1
../photos/branch/train/tree_train_image1170.jpg,0.18211751725768438,1604.0,659.0,0.41084788029925184,0,1
../photos/branch/train/tree_train_image1164.jpg,0.2134879182109143,1401.0,719.0,0.5132048536759457,1,1
../photos/branch/train/tree_train_image732.jpg,3.276359748763865,1747.0,451.0,0.2581568402976531,1,1
../photos/branch/train/tree_train_image726.jpg,0.22442732513647262,1839.0,607.0,0.33007069059271343,1,1
../photos/branch/train/tree_train_image929.jpg,0.3248396392020049,1748.0,644.0,0.3684210526315789,1,1
../photos/branch/train/tree_train_image915.jpg,1.155433713677574,1800.0,668.0,0.3711111111111111,1,1
../photos/branch/train/tree_train_image901.jpg,1.3445170050749025,1733.0,587.0,0.3387189844200808,1,1
../photos/branch/train/tree_train_image646.jpg,0.3708136635851918,1580.0,453.0,0.28670886075949364,1,1
../photos/branch/train/tree_train_image120.jpg,5.357868524577135,1823.0,533.0,0.29237520570488207,1,1
../photos/branch/train/tree_train_image134.jpg,0.10815858672841573,1617.0,739.0,0.45701917130488556,0,1
../photos/branch/train/tree_train_image652.jpg,0.08992073097350357,1487.0,718.0,0.4828513786146604,0,1
../photos/branch/train/tree_train_image98.jpg,0.5520920907973873,1710.0,760.0,0.4444444444444444,1,1
../photos/branch/train/tree_train_image108.jpg,1.8378857750975524,1615.0,708.0,0.43839009287925695,1,1
../photos/branch/train/tree_train_image685.jpg,1.8474141919869018,1611.0,479.0,0.2973308504034761,1,1
../photos/branch/train/tree_train_image73.jpg,1.0970771986543755,1795.0,512.0,0.2852367688022284,1,1
../photos/branch/train/tree_train_image67.jpg,0.5314570857009766,1703.0,656.0,0.38520258367586613,1,1
../photos/branch/train/tree_train_image849.jpg,0.460533642479621,1521.0,602.0,0.3957922419460881,1,1
../photos/branch/train/tree_train_image691.jpg,0.39346927400250825,1405.0,711.0,0.5060498220640569,1,1
../photos/branch/train/tree_train_image861.jpg,1.608468828797496,1662.0,582.0,0.35018050541516244,1,1
../photos/branch/train/tree_train_image875.jpg,1.0743301642178047,1455.0,655.0,0.45017182130584193,1,1
../photos/branch/train/tree_train_image322.jpg,0.08258304314093427,1609.0,537.0,0.33374766935985084,0,1
../photos/branch/train/tree_train_image444.jpg,0.6033242255609965,1676.0,770.0,0.4594272076372315,1,1
../photos/branch/train/tree_train_image450.jpg,0.11714420702544064,1609.0,633.0,0.39341205717837163,1,1
../photos/branch/train/tree_train_image336.jpg,0.07631764824593858,1802.0,625.0,0.34683684794672587,0,1
../photos/branch/train/tree_train_image478.jpg,7.072246607133848,1689.0,598.0,0.3540556542332741,1,1
../photos/branch/train/tree_train_image1038.jpg,0.4702278853222249,1636.0,659.0,0.4028117359413203,1,1
../photos/branch/train/tree_train_image487.jpg,0.2430402693253917,1573.0,725.0,0.46090273363000633,1,1
../photos/branch/train/tree_train_image493.jpg,1.2223148186730002,1544.0,745.0,0.48251295336787564,1,1
../photos/branch/train/tree_train_image1004.jpg,0.07068052900540471,1444.0,513.0,0.35526315789473684,0,1
../photos/branch/train/tree_train_image1010.jpg,0.30423441439874793,1493.0,637.0,0.42665773610180846,1,1
../photos/branch/train/tree_train_image1011.jpg,3.4533098297536764,1614.0,592.0,0.3667905824039653,0,1
../photos/branch/train/tree_train_image1005.jpg,0.8624864193698588,1845.0,673.0,0.36476964769647696,1,1
../photos/branch/train/tree_train_image492.jpg,0.024480822999594476,1653.0,746.0,0.4513006654567453,0,1
../photos/branch/train/tree_train_image1039.jpg,1.0540056309188637,1624.0,698.0,0.42980295566502463,1,1
../photos/branch/train/tree_train_image486.jpg,0.2656692489835094,1824.0,673.0,0.36896929824561403,0,1
../photos/branch/train/tree_train_image479.jpg,2.068072866730585,1725.0,508.0,0.2944927536231884,1,1
../photos/branch/train/tree_train_image451.jpg,0.17829000662788128,1438.0,518.0,0.36022253129346316,0,1
../photos/branch/train/tree_train_image337.jpg,2.782833815381948,1482.0,455.0,0.30701754385964913,1,1
../photos/branch/train/tree_train_image323.jpg,0.41473148101754564,1798.0,552.0,0.30700778642936594,1,1
../photos/branch/train/tree_train_image445.jpg,0.4480380592669911,1567.0,459.0,0.2929164007657945,1,1
../photos/branch/train/tree_train_image874.jpg,0.8403708347231967,1526.0,734.0,0.48099606815203144,1,1
../photos/branch/train/tree_train_image860.jpg,0.2532211700386149,1818.0,629.0,0.34598459845984597,1,1
